C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_245.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_245.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_245.jpg,0,1,0,30.19029
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_318.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_318.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_318.jpg,0,1,0,30.19042
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_384.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_384.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_384.jpg,0,1,0,30.1903
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_459.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_459.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_459.jpg,0,1,0,30.19031
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_532.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_532.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_532.jpg,0,1,0,30.1903
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_599.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_599.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_599.jpg,0,1,0,30.19029
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_667.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_667.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_667.jpg,0,1,0,30.19031
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_746.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_746.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_746.jpg,0,1,0,30.19029
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_823.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_823.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_823.jpg,0,1,0,30.1903
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_891.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_891.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_891.jpg,0,1,0,30.19029
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_43_971.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_43_971.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_43_971.jpg,0,1,0,30.19031
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_44_038.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_44_038.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_44_038.jpg,0,1,0,30.19029
C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\center_2021_03_05_19_24_44_119.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\left_2021_03_05_19_24_44_119.jpg,C:\Users\srian\Desktop\Become-a-Self-Driving-Car-Engineer\CarND-Behavioral-Cloning-P3-master\IMG\right_2021_03_05_19_24_44_119.jpg,0,1,0,30.19031
